show,showLen,showStops,showSegues,showEncore,showBereakout,showSets,showSetsAcustic,showSetsElectric,set1Len,set1Stops,set1Segues,set1Breakouts,set2Len,set3Stops,set2Segues,set2Breakouts,set3Len,set3Stops,set3Segues,set3Breakouts,showType,linup,guests
1066,21,13,8,0,43,2,0,0,11,10,1,28,10,3,7,15,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1669,23,9,14,1,115,2,0,0,9,6,3,47,14,3,11,68,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1668,20,10,10,1,86,2,0,0,8,7,1,33,12,3,9,53,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1667,21,9,12,1,81,2,0,0,7,6,1,36,14,3,11,45,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1666,22,9,13,1,204,2,0,0,9,7,2,42,13,2,11,162,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1665,18,8,10,1,151,2,0,0,8,6,2,115,10,2,8,36,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1664,23,11,12,0,157,2,0,0,11,9,2,69,12,2,10,88,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1663,19,10,9,1,430,2,0,0,7,7,0,350,12,3,9,80,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1662,19,10,9,1,121,2,0,0,8,5,3,75,11,5,6,46,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1661,22,9,13,1,971,2,0,0,8,7,1,50,14,2,12,921,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1660,18,8,10,1,150,2,0,0,8,6,2,109,10,2,8,41,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
591,20,11,9,0,31,1,0,0,20,11,9,31,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
590,15,11,4,0,112,1,0,0,15,11,4,112,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
593,17,12,5,0,29,2,0,0,13,11,2,25,4,1,3,4,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
592,24,11,13,0,241,2,0,0,12,9,3,31,12,2,10,210,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
1083,23,16,7,0,428,2,0,0,11,11,0,393,12,5,7,35,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
594,13,10,3,0,13,2,0,0,5,5,0,6,8,5,3,7,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
597,15,11,4,0,40,1,0,0,15,11,4,40,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
1080,22,14,8,1,63,2,0,0,9,9,0,14,13,5,8,49,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
599,14,7,7,0,41,1,0,0,14,7,7,41,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
598,19,11,8,0,73,1,0,0,19,11,8,73,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
1089,24,13,11,0,85,2,0,0,10,10,0,23,14,3,11,62,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1088,22,16,6,0,49,2,0,0,10,9,1,22,12,7,5,27,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1526,16,7,9,2,37,2,0,0,6,3,3,17,10,4,6,20,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
713,27,23,4,0,128,2,0,0,15,14,1,53,12,9,3,75,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
1409,19,8,11,1,67,2,0,0,9,6,3,30,10,2,8,37,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1408,23,7,16,2,96,2,0,0,11,5,6,45,12,2,10,51,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1403,20,8,12,1,66,2,0,0,9,5,4,31,11,3,8,35,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1402,22,9,13,1,160,2,0,0,11,6,5,100,11,3,8,60,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1401,23,12,11,1,109,2,0,0,10,8,2,57,13,4,9,52,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1400,18,8,10,1,56,2,0,0,8,6,2,32,10,2,8,24,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1407,21,11,10,1,98,2,0,0,9,7,2,49,12,4,8,49,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1406,22,9,13,1,86,2,0,0,12,7,5,34,10,2,8,52,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1405,20,11,9,1,88,2,0,0,10,7,3,49,10,4,6,39,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1404,23,10,13,1,74,2,0,0,11,7,4,41,12,3,9,33,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
692,20,14,6,1,212,2,0,0,7,7,0,167,13,7,6,45,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
449,11,3,8,0,103,1,0,0,11,3,8,103,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
448,5,5,0,0,28,1,0,0,5,5,0,28,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
1339,23,12,11,1,83,2,0,0,11,8,3,40,12,4,8,43,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1338,22,9,13,1,99,2,0,0,10,6,4,32,12,3,9,67,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
693,18,9,9,1,55,2,0,0,6,5,1,17,12,4,8,38,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
443,1,1,0,0,7,1,0,0,1,1,0,7,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Mickey,,
1334,24,10,14,1,59,2,0,0,12,8,4,29,12,2,10,30,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1337,22,8,14,1,61,2,0,0,11,6,5,37,11,2,9,24,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1336,22,9,13,2,66,2,0,0,11,5,6,40,11,4,7,26,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1331,23,12,11,1,45,2,0,0,11,8,3,22,12,4,8,23,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1330,23,9,14,1,116,2,0,0,11,7,4,51,12,2,10,65,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
445,15,7,8,0,348,2,0,0,10,3,7,127,5,4,1,221,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Mickey,,
1332,19,9,10,1,65,2,0,0,9,7,2,34,10,2,8,31,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1520,24,9,15,1,91,2,0,0,11,7,4,47,13,2,11,44,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
696,1,1,0,0,4,1,0,0,1,1,0,4,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
697,8,7,1,0,28,1,0,0,8,7,1,28,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
694,7,6,1,0,16,1,0,0,7,6,1,16,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
31,2,2,0,0,1,1,0,0,2,2,0,1,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill,,
30,4,3,1,0,10,1,0,0,4,3,1,10,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill,,
1241,21,13,8,1,92,2,0,0,11,9,2,43,10,4,6,49,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
640,18,11,7,1,106,3,0,0,5,4,1,22,6,5,1,57,7,2,5,27,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
643,1,1,0,0,2,1,0,0,1,1,0,2,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
1242,17,12,5,1,75,2,0,0,8,8,0,20,9,4,5,55,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1533,21,9,12,1,78,2,0,0,9,6,3,39,12,3,9,39,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1532,25,13,12,1,110,2,0,0,12,9,3,48,13,4,9,62,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1247,22,14,8,1,73,2,0,0,9,9,0,25,13,5,8,48,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Bill  Mickey,,
646,17,11,6,0,71,1,0,0,17,11,6,71,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
649,12,5,7,0,15,2,0,0,5,3,2,6,7,2,5,9,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
648,23,16,7,0,154,1,0,0,23,16,7,154,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
1539,25,8,17,2,92,2,0,0,10,6,4,32,15,2,13,60,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1538,22,10,12,1,99,2,0,0,11,7,4,68,11,3,8,31,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
335,9,2,7,0,37,1,0,0,9,2,7,37,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
334,6,4,2,0,49,1,0,0,6,4,2,49,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
330,3,3,0,0,7,1,0,0,3,3,0,7,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
333,12,3,9,0,40,2,0,0,8,2,6,15,4,1,3,25,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
332,11,6,5,0,141,1,0,0,11,6,5,141,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
543,5,5,0,1,5,1,0,0,5,5,0,5,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
1353,23,14,9,1,106,2,0,0,10,9,1,30,13,5,8,76,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1636,19,8,11,1,102,2,0,0,7,6,1,17,12,2,10,85,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1352,20,11,9,1,101,2,0,0,8,6,2,24,12,5,7,77,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1637,19,11,8,1,75,2,0,0,8,8,0,40,11,3,8,35,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
2345,17,11,6,1,94,2,0,0,6,6,0,43,11,5,6,51,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2344,15,8,7,1,76,2,0,0,6,6,0,44,9,2,7,32,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2347,17,9,8,1,68,2,0,0,6,6,0,20,11,3,8,48,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2346,19,11,8,1,204,2,0,0,8,7,1,55,11,4,7,149,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2341,18,9,9,1,116,2,0,0,6,5,1,62,12,4,8,54,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2340,16,10,6,1,127,2,0,0,6,6,0,76,10,4,6,51,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2343,19,13,6,1,137,2,0,0,8,8,0,50,11,5,6,87,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2342,19,11,8,1,105,2,0,0,9,7,2,61,10,4,6,44,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2349,16,10,6,1,104,2,0,0,7,7,0,54,9,3,6,50,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2348,18,9,9,1,267,2,0,0,7,6,1,45,11,3,8,222,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
1350,20,10,10,1,75,2,0,0,10,7,3,45,10,3,7,30,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1889,17,11,6,1,110,2,0,0,6,6,0,58,11,5,6,52,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1888,18,9,9,1,309,2,0,0,7,6,1,85,11,3,8,224,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey, Hamza El Din,
1887,20,11,9,1,187,2,0,0,9,8,1,135,11,3,8,52,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1886,3,2,1,0,38,1,0,0,3,2,1,38,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,Huey Lewis and the News  Mario Cipollina (bass)  Chris Hayes (guitar)  Billy Gibson (drums)  Johnny Colla (sax)  Merl Saunders (organ)  Sean Hopper (keyboards),
1885,18,11,7,1,145,2,0,0,8,7,1,90,10,4,6,55,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1884,18,7,11,1,83,2,0,0,7,5,2,31,11,2,9,52,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey, Batucaje (percussion) Hamza El Din (percussion),
1883,17,10,7,1,58,2,0,0,6,6,0,23,11,4,7,35,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1882,18,8,10,1,105,2,0,0,7,5,2,40,11,3,8,65,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1881,22,11,11,0,162,3,0,0,8,6,2,66,9,2,7,37,5,3,2,59,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey, Neville Brothers  Ramblin' Jack Elliot  David Nelson Neville Brothers,
1880,21,13,8,1,175,2,0,0,10,9,1,110,11,4,7,65,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
2121,15,9,6,1,115,2,0,0,6,6,0,31,9,3,6,84,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2120,19,11,8,1,118,2,0,0,9,8,1,79,10,3,7,39,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2123,16,11,5,1,114,2,0,0,7,7,0,60,9,4,5,54,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2122,19,11,8,1,166,2,0,0,8,7,1,110,11,4,7,56,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2125,20,11,9,1,123,2,0,0,9,9,0,54,11,2,9,69,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2124,18,11,7,1,177,2,0,0,7,6,1,100,11,5,6,77,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2127,19,11,8,1,123,2,0,0,8,7,1,52,11,4,7,71,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2126,20,11,9,1,182,2,0,0,8,8,0,106,12,3,9,76,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2129,19,12,7,1,108,2,0,0,8,7,1,48,11,5,6,60,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2128,17,9,8,1,83,2,0,0,7,7,0,40,10,2,8,43,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
944,27,22,5,0,56,2,0,0,16,15,1,37,11,7,4,19,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill,,
1084,23,15,8,1,43,2,0,0,12,11,1,22,11,4,7,21,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
942,23,19,4,1,46,2,0,0,14,13,1,29,9,6,3,17,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill,,
943,28,23,5,1,69,2,0,0,14,13,1,27,14,10,4,42,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill,,
940,11,7,4,1,18,2,0,0,4,4,0,5,7,3,4,13,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill,,
941,23,19,4,1,56,2,0,0,12,12,0,28,11,7,4,28,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill,,
1450,23,9,14,1,77,2,0,0,10,7,3,38,13,2,11,39,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
133,25,25,0,0,482,3,0,0,9,9,0,188,9,9,0,203,7,7,0,91,Acustic,Jerry  Bob  Phil  Pigpen  Bill, Unknown (Vocals),
131,11,11,0,0,268,2,0,0,[],[],[],0,8,8,0,226,3,3,0,42,Acustic,Jerry  Bob  Phil  Pigpen  Bill,,
2019,18,10,8,1,124,2,0,0,7,7,0,57,11,3,8,67,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
2018,19,11,8,1,156,2,0,0,9,6,3,71,10,5,5,85,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
2015,21,12,9,1,1554,2,0,0,9,9,0,45,12,3,9,1509,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
2014,21,12,9,1,691,2,0,0,9,8,1,75,12,4,8,616,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
2017,17,12,5,1,103,2,0,0,7,7,0,36,10,5,5,67,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
2016,20,11,9,1,100,2,0,0,9,9,0,42,11,2,9,58,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
2011,20,13,7,1,1398,2,0,0,9,9,0,24,11,4,7,1374,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
2010,19,11,8,1,242,2,0,0,8,8,0,56,11,3,8,186,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
2013,18,12,6,1,106,2,0,0,8,8,0,50,10,4,6,56,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
2012,17,8,9,1,92,2,0,0,6,5,1,35,11,3,8,57,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
708,6,6,0,0,24,1,0,0,6,6,0,24,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
704,24,19,5,0,48,2,0,0,10,10,0,17,14,9,5,31,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey, David Crosby,
705,13,11,2,0,28,2,0,0,7,6,1,8,6,5,1,20,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey, Janis Joplin,
2156,20,12,8,1,115,2,0,0,7,7,0,48,13,5,8,67,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
700,14,11,3,0,88,2,0,0,4,4,0,11,10,7,3,77,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
701,18,7,11,1,86,1,0,0,18,7,11,86,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
702,27,25,2,0,352,2,0,0,12,12,0,321,15,13,2,31,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey, David Nelson  John "Marmaduke" Dawson Jerry  Bob  Phil  Pigpen  Bill  Mickey,
703,26,22,4,1,157,2,0,0,12,12,0,104,14,10,4,53,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
82,21,17,4,1,131,2,0,0,10,10,0,62,11,7,4,69,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill, Jefferson Airplane  Joan Baez (vocals)  Mimi Farina (vocals),
83,7,7,0,0,19,1,0,0,7,7,0,19,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill,,
81,2,2,0,0,42,1,0,0,2,2,0,42,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill,,
84,10,10,0,0,16,1,0,0,10,10,0,16,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill,,
85,4,4,0,0,41,1,0,0,4,4,0,41,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill,,
1658,20,11,9,1,77,2,0,0,9,8,1,38,11,3,8,39,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1659,19,10,9,1,97,2,0,0,8,7,1,40,11,3,8,57,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1652,21,10,11,1,298,2,0,0,8,7,1,31,13,3,10,267,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1653,20,9,11,1,227,2,0,0,9,7,2,27,11,2,9,200,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1650,21,8,13,1,104,2,0,0,8,6,2,53,13,2,11,51,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1651,22,12,10,1,99,2,0,0,9,7,2,48,13,5,8,51,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1656,20,7,13,1,75,2,0,0,9,5,4,40,11,2,9,35,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1657,20,10,10,2,1633,2,0,0,8,6,2,23,12,4,8,1610,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1654,20,9,11,1,84,2,0,0,8,7,1,30,12,2,10,54,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey, Matt Kelly,
1655,20,9,11,2,103,2,0,0,7,6,1,37,13,3,10,66,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
586,12,6,6,0,50,1,0,0,12,6,6,50,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey, Stephen Stills,
587,15,12,3,0,144,1,0,0,15,12,3,144,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
584,1,1,0,0,14,1,0,0,1,1,0,14,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
585,16,9,7,0,145,1,0,0,16,9,7,145,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
582,1,1,0,0,7,1,0,0,1,1,0,7,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
1631,20,12,8,1,76,2,0,0,9,9,0,36,11,3,8,40,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1632,18,8,10,1,61,2,0,0,7,5,2,20,11,3,8,41,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
588,15,10,5,0,96,1,0,0,15,10,5,96,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
589,19,12,7,0,94,1,0,0,19,12,7,94,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
1633,21,12,9,1,88,2,0,0,8,8,0,31,13,4,9,57,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1634,18,10,8,1,75,2,0,0,8,7,1,44,10,3,7,31,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1635,21,11,10,2,105,2,0,0,9,8,1,62,12,3,9,43,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey, Ken Kesey and the Thunder Machine,
1436,25,11,14,1,106,2,0,0,11,6,5,42,14,5,9,64,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1437,23,9,14,1,221,2,0,0,11,5,6,185,12,4,8,36,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1434,25,13,12,1,87,2,0,0,11,8,3,34,14,5,9,53,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1435,19,11,8,1,76,2,0,0,10,7,3,45,9,4,5,31,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1432,25,10,15,1,102,2,0,0,13,6,7,60,12,4,8,42,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1433,12,12,0,0,152,1,0,0,12,12,0,152,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Mickey  Bill  Brent,John Kahn,
1430,22,9,13,1,73,2,0,0,12,7,5,43,10,2,8,30,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1431,24,8,16,1,162,2,0,0,11,6,5,47,13,2,11,115,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1981,19,9,10,1,109,2,0,0,7,7,0,55,12,2,10,54,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1438,22,10,12,1,66,2,0,0,11,7,4,33,11,3,8,33,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1381,25,15,10,1,159,3,0,0,8,7,1,24,6,4,2,40,11,4,7,95,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1348,21,9,12,1,125,2,0,0,10,7,3,76,11,2,9,49,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1349,19,9,10,1,149,2,0,0,10,7,3,127,9,2,7,22,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1340,23,11,12,1,61,2,0,0,10,7,3,28,13,4,9,33,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
